School Division/Independent School,Code,School Name,Year,SE,Nursery,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
Louis Riel,1189,Nordale School,2019,0,0,14,20,10,23,9,19,16,21,39,0,0,0,0,171
Louis Riel,1964,Samuel Burland School,2019,0,0,44,46,51,42,49,61,60,60,62,0,0,0,0,475
Louis Riel,1782,Shamrock School,2019,16,0,32,39,43,41,50,60,58,64,53,0,0,0,0,456
Louis Riel,1421,St. George School,2019,0,0,43,35,28,41,33,41,43,40,46,0,0,0,0,350
Louis Riel,1669,Victor H.L. Wyatt School,2019,0,0,32,21,29,29,24,31,30,32,26,0,0,0,0,254
Louis Riel,1468,Victor Mager School,2019,0,0,39,47,66,52,40,33,35,33,39,0,0,0,0,384
Louis Riel,1607,Windsor Park Collegiate,2019,50,0,0,0,0,0,0,0,0,41,31,112,125,112,120,591
Louis Riel,1420,Windsor School,2019,0,0,13,11,10,20,17,25,18,30,25,0,0,0,0,169
Mountain View,1072,Dauphin Regional Comp Secondary,2019,0,0,0,0,0,0,0,0,0,0,0,143,142,159,208,652
Mountain View,1328,École MacNeill,2019,0,0,32,28,19,28,25,33,0,0,0,0,0,0,0,165
Mountain View,1161,Ethelbert School,2019,0,0,8,15,4,8,14,5,2,14,9,5,8,10,6,108
Mountain View,1889,Gilbert Plains Collegiate Institute,2019,0,0,0,0,0,0,0,0,0,0,0,16,10,13,16,55
Mountain View,1667,Gilbert Plains Elementary,2019,0,0,10,14,9,17,22,10,15,16,18,0,0,0,0,131
Mountain View,1582,Goose Lake High,2019,0,0,0,0,0,0,0,0,0,0,0,44,37,33,20,134
Mountain View,1735,Grandview School,2019,0,0,15,20,18,15,21,13,13,15,22,30,16,27,17,242
Mountain View,1223,Henderson Elementary,2019,0,0,40,27,48,32,35,43,0,0,0,0,0,0,0,225
Mountain View,1457,Lt. Col. Barker V.C. School,2019,0,0,39,35,38,30,34,43,0,0,0,0,0,0,0,219
Mountain View,1323,MacKenzie Middle School,2019,0,0,0,0,0,0,0,0,170,142,155,0,0,0,0,467
Mountain View,1118,Ochre River School,2019,0,0,7,4,4,4,6,5,7,5,11,0,0,0,0,53
Mountain View,1355,Roblin Elementary,2019,0,0,35,35,35,51,28,51,31,37,39,0,0,0,0,342
Mountain View,1486,Smith-Jackson School,2019,0,0,17,12,7,11,8,13,0,0,0,0,0,0,0,68
Mountain View,1411,Whitmore School,2019,0,0,26,21,23,16,15,25,0,0,0,0,0,0,0,126
Mountain View,1575,Winnipegosis Collegiate,2019,0,0,0,0,0,0,0,0,0,0,0,31,23,20,23,97
Mountain View,1349,Winnipegosis Elementary,2019,0,0,12,6,11,10,10,16,14,8,12,0,0,0,0,99
Mystery Lake,1707,Burntwood Elementary,2019,0,0,41,41,43,36,41,53,42,36,43,0,0,0,0,376
Mystery Lake,1417,Deerwood School,2019,0,0,21,26,16,25,30,34,23,39,39,0,0,0,0,253
Mystery Lake,1684,Juniper School,2019,0,0,27,26,36,27,33,33,29,32,32,0,0,0,0,275
Mystery Lake,1341,R. D. Parker Collegiate,2019,0,0,0,0,0,0,0,0,0,0,0,203,219,211,321,954
Mystery Lake,1033,Riverside School,2019,0,0,47,49,39,64,45,51,38,42,16,0,0,0,0,391
Mystery Lake,1403,Wapanohk Community School,2019,0,0,71,58,60,57,59,69,62,55,55,0,0,0,0,546
Mystery Lake,1495,Westwood Elementary,2019,0,0,43,38,41,32,31,38,49,43,43,0,0,0,0,358
Park West,1705,Binscarth Elementary,2019,0,0,7,4,9,6,11,7,3,6,7,0,0,0,0,60
Park West,1042,Birtle Collegiate,2019,0,0,0,0,0,0,0,7,15,19,13,24,21,28,21,148
Park West,1426,Birtle Elementary,2019,0,0,19,15,12,12,20,0,0,0,0,0,0,0,0,78
Park West,1014,Decker Colony School,2019,0,0,2,8,2,2,0,2,1,3,0,2,2,4,3,31
Park West,1554,Hamiota Collegiate,2019,0,0,0,0,0,0,0,0,24,33,13,28,17,22,18,155
Park West,1277,Hamiota Elementary,2019,0,0,18,21,20,18,19,20,0,0,0,0,0,0,0,116
Park West,1057,Inglis Elementary,2019,0,0,6,7,3,7,7,1,7,6,4,0,0,0,0,48
Park West,1727,Major Pratt School,2019,0,0,35,28,39,36,31,26,32,26,33,72,56,61,59,534
Park West,1093,Miniota School,2019,0,0,9,12,7,10,11,9,2,10,2,0,0,0,0,72
Park West,2313,Monarch Colony School,2019,0,0,2,0,1,2,2,1,2,3,1,1,0,0,2,17
Park West,1546,Rossburn Collegiate,2019,0,0,0,0,0,0,0,0,0,0,0,26,23,19,32,100
Park West,1827,Rossburn Elementary,2019,0,0,12,12,11,10,6,8,9,11,13,0,0,0,0,92
Park West,1566,Shoal Lake School,2019,0,0,13,15,9,8,15,11,15,14,13,13,17,9,13,165
Park West,1125,Strathclair Community School,2019,0,0,6,6,5,14,9,8,9,7,4,15,24,9,12,128
Park West,1555,Waywayseecappo Community School,2019,0,29,33,29,33,41,43,31,42,39,34,0,0,0,0,354
Pembina Trails,1138,Acadia Junior High School,2019,0,0,0,0,0,0,0,0,0,208,208,246,0,0,0,662
Pembina Trails,1104,Arthur A. Leach Junior High,2019,0,0,0,0,0,0,0,55,58,163,132,129,0,0,0,537
Pembina Trails,1958,Bairdmore School,2019,0,0,50,55,48,44,57,72,76,0,0,0,0,0,0,402
Pembina Trails,1676,Beaumont School,2019,0,0,23,28,30,20,47,33,0,0,0,0,0,0,0,181
Pembina Trails,1754,Beaverlodge School,2019,0,0,20,19,22,21,24,28,0,0,0,0,0,0,0,134
Pembina Trails,1914,Chancellor Elementary,2019,0,0,63,57,72,48,58,74,63,0,0,0,0,0,0,435
Pembina Trails,1378,Dalhousie School,2019,0,0,64,76,73,79,61,83,83,0,0,0,0,0,0,519
Pembina Trails,1896,École Charleswood School,2019,0,0,0,0,0,0,0,84,168,154,151,0,0,0,0,557
Pembina Trails,1608,École Crane,2019,0,0,57,59,51,40,51,0,0,0,0,0,0,0,0,258
Pembina Trails,1511,École Dieppe,2019,0,0,77,88,82,71,75,0,0,0,0,0,0,0,0,393
Pembina Trails,1638,École Saint-Avila,2019,0,0,66,49,56,39,26,47,35,0,0,0,0,0,0,318
Pembina Trails,2302,École South Pointe School,2019,0,0,102,100,121,101,115,115,99,103,85,0,0,0,0,941
Pembina Trails,1789,École Tuxedo Park,2019,0,0,20,22,20,21,13,0,0,0,0,0,0,0,0,96
Pembina Trails,1262,École Viscount Alexander,2019,0,0,0,0,0,0,0,84,81,94,99,0,0,0,0,358
Pembina Trails,1281,Fort Richmond Collegiate,2019,0,0,0,0,0,0,0,0,0,0,0,0,422,412,514,1348
Pembina Trails,1231,General Byng School,2019,0,0,20,18,17,23,21,19,22,80,51,70,0,0,0,341
Pembina Trails,2132,Henry G. Izatt Middle School,2019,0,0,0,0,0,0,0,133,104,152,102,123,0,0,0,614
Pembina Trails,1273,Laidlaw School,2019,0,0,18,17,27,21,25,23,31,27,44,0,0,0,0,233
Pembina Trails,2030,Linden Meadows School,2019,0,0,35,37,50,51,55,63,68,62,79,0,0,0,0,500
Pembina Trails,1691,Oak Park High,2019,0,0,0,0,0,0,0,0,0,0,0,213,215,194,248,870
Pembina Trails,1227,Oakenwald School,2019,0,0,23,36,23,21,31,38,29,0,0,0,0,0,0,201
Pembina Trails,1975,Pacific Junction School,2019,0,0,21,22,23,26,24,20,0,0,0,0,0,0,0,136
Pembina Trails,2304,Pembina Trails Alternative High School,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46
Pembina Trails,1263,R.H.G. Bonnycastle School,2019,0,0,98,109,97,93,95,0,0,0,0,0,0,0,0,492
Pembina Trails,1393,Ralph Maybank School,2019,0,0,27,30,30,25,24,29,25,0,0,0,0,0,0,190
Pembina Trails,1202,River West Park School,2019,0,0,25,19,24,18,19,29,27,21,24,0,0,0,0,206
Pembina Trails,1472,Royal School,2019,0,0,36,26,40,31,34,44,0,0,0,0,0,0,0,211
Pembina Trails,1498,Ryerson Elementary,2019,0,0,36,41,39,40,39,38,37,0,0,0,0,0,0,270
Pembina Trails,1114,Shaftesbury High,2019,1,0,0,0,0,0,0,0,0,0,0,197,169,191,200,758
Pembina Trails,1976,Van Walleghem School,2019,0,0,65,61,72,72,71,71,73,65,67,0,0,0,0,617
Pembina Trails,1062,Vincent Massey Collegiate,2019,0,0,0,0,0,0,0,0,0,0,0,99,373,346,398,1216
Pembina Trails,1398,Westdale Junior High,2019,0,0,0,0,0,0,0,0,70,73,74,0,0,0,0,217
Pembina Trails,1512,Westgrove School,2019,0,0,20,18,18,14,21,18,0,0,0,0,0,0,0,109
Pembina Trails,2065,Whyte Ridge Elementary,2019,0,0,96,101,125,114,114,0,0,0,0,0,0,0,0,550
Pine Creek,1864,Austin Elementary,2019,0,0,18,19,16,10,14,16,10,13,15,0,0,0,0,131
Pine Creek,1859,Beaver Creek School,2019,0,0,2,0,2,0,0,2,2,1,3,0,3,0,0,15
Pine Creek,2003,Cascade Colony School,2019,0,0,5,2,2,5,2,2,3,0,0,0,0,0,0,21
Pine Creek,2283,Emerald Colony School,2019,0,0,2,1,4,1,1,2,3,1,0,1,1,1,2,20
Pine Creek,1817,Forest Home School,2019,0,0,2,1,2,1,1,0,2,2,0,0,2,1,1,15
Pine Creek,1753,Gladstone Elementary,2019,0,0,16,10,19,27,14,18,26,0,0,0,0,0,0,130
Pine Creek,1220,Hidden Valley School,2019,0,0,1,4,2,3,2,1,1,6,0,5,4,3,5,37
Pine Creek,1023,Langruth Elementary,2019,0,0,5,4,3,7,5,5,6,6,6,0,0,0,0,47
Pine Creek,1465,MacGregor Collegiate,2019,0,0,0,0,0,0,0,0,0,0,0,43,37,38,39,157
Pine Creek,1447,MacGregor Elementary,2019,0,0,30,36,29,30,24,24,35,27,25,0,0,0,0,260
Pine Creek,1898,Muller School,2019,0,0,1,0,1,1,0,0,0,1,1,0,4,3,0,12
Pine Creek,1726,Plumas Elementary,2019,0,0,3,4,5,6,7,6,8,7,4,0,0,0,0,50
Pine Creek,1146,West Plains School,2019,0,0,0,1,2,2,0,1,4,2,2,2,0,3,0,19
Pine Creek,1874,William Morton Collegiate,2019,0,0,0,0,0,0,0,0,0,20,15,36,30,20,33,154
Portage La Prairie,1989,Brantwood School,2019,0,0,4,3,3,4,3,3,2,2,1,1,3,2,2,33
Portage La Prairie,1703,Brennan School,2019,0,0,2,2,7,3,4,2,5,2,0,4,2,3,2,38
Portage La Prairie,1142,École Arthur Meighen School,2019,0,0,0,0,0,0,0,91,106,93,90,0,0,0,0,380
Portage La Prairie,1634,École Crescentview School,2019,0,0,105,115,102,84,79,0,0,0,0,0,0,0,0,485
Portage La Prairie,1269,Fort la Reine School,2019,0,0,29,33,33,30,27,32,34,0,0,0,0,0,0,218
Portage La Prairie,1438,Good Hope Colony School,2019,0,0,0,4,1,0,0,2,0,1,0,0,1,2,3,14
Portage La Prairie,1539,Ingleside School,2019,0,0,3,6,1,3,3,3,3,3,3,5,2,5,1,41
Portage La Prairie,1837,La Verendrye School,2019,0,0,29,33,36,35,35,36,43,51,47,0,0,0,0,345
Portage La Prairie,2040,Norquay Colony School,2019,0,0,4,2,4,3,2,2,2,2,2,2,3,1,0,29
Portage La Prairie,1849,North Memorial School,2019,0,0,17,20,20,31,19,17,22,0,0,0,0,0,0,146
Portage La Prairie,2134,Northern Breeze Colony School,2019,0,0,0,2,1,2,2,1,1,2,2,1,1,2,0,17
Portage La Prairie,1237,Oakville School,2019,0,0,16,17,17,21,19,21,22,13,21,0,0,0,0,167
Portage La Prairie,1029,Portage Collegiate Institute,2019,11,0,0,0,0,0,0,0,0,0,0,238,232,362,200,1043
Portage La Prairie,1757,Sommerfeld Colony School,2019,0,0,5,3,5,1,3,6,2,7,1,2,2,1,1,39
Portage La Prairie,1055,Sunnyside School,2019,0,0,4,2,4,1,3,4,2,2,0,0,1,1,1,25
Portage La Prairie,2063,Westroc School,2019,0,0,2,0,5,0,5,2,4,6,2,5,2,3,0,36
Portage La Prairie,1003,Woodland Colony School,2019,0,0,2,1,3,1,2,1,1,3,3,1,2,2,4,26
Portage La Prairie,1858,Yellowquill School,2019,0,0,36,38,47,36,40,43,38,49,54,0,0,0,0,381
Prairie Rose,1871,Barrickman Colony School,2019,0,0,4,3,2,4,1,1,4,2,5,2,3,2,1,34
Prairie Rose,2276,Blooming Prairie Colony School,2019,0,0,1,4,2,4,3,4,2,2,0,0,0,0,0,22
Prairie Rose,1422,Bon Homme Colony School,2019,0,0,3,4,3,7,5,1,4,3,4,1,3,1,4,43
Prairie Rose,1230,Boyne View School,2019,0,0,2,1,3,2,4,0,4,1,2,1,2,0,2,24
Prairie Rose,1800,Carman Collegiate,2019,0,0,0,0,0,0,0,0,56,50,55,48,43,52,42,346
Prairie Rose,1872,Carman Elementary,2019,0,0,48,49,59,43,58,50,0,0,0,0,0,0,0,307
Prairie Rose,1369,Clearview Colony School,2019,0,0,1,0,0,4,1,1,2,2,3,1,3,2,0,20
Prairie Rose,2312,Eagle Creek Colony School,2019,0,0,4,5,0,2,2,2,4,1,3,2,3,2,1,31
Prairie Rose,1268,École Saint-Eustache,2019,0,0,21,24,19,16,22,24,16,0,0,0,0,0,0,142
Prairie Rose,1289,Elm Creek School,2019,0,0,24,16,23,20,13,25,19,20,22,13,12,9,16,232
Prairie Rose,1527,Huron Colony School,2019,0,0,3,0,2,2,0,1,3,1,0,2,0,2,0,16
Prairie Rose,1751,Iberville Colony School,2019,0,0,3,0,2,1,2,2,2,1,3,3,3,2,6,30
Prairie Rose,1052,James Valley Colony School,2019,0,0,1,4,5,4,6,2,7,5,4,4,2,4,1,49
Prairie Rose,1053,Lakeside Colony School,2019,0,0,2,3,2,1,4,1,4,2,2,1,5,4,0,31
Prairie Rose,1290,Maple Creek School,2019,0,0,7,8,4,4,6,2,5,2,3,2,3,1,0,47
Prairie Rose,1642,Maxwell Colony School,2019,0,0,1,2,1,4,3,5,3,2,2,2,3,4,2,34
Prairie Rose,1514,Miami School,2019,0,0,20,18,16,25,23,16,25,22,25,24,15,22,25,276
Prairie Rose,1581,Roland Elementary,2019,0,0,9,17,10,10,10,6,9,0,0,0,0,0,0,71
Prairie Rose,2033,Rosebank Colony School,2019,0,0,0,2,0,4,1,2,3,1,3,4,1,5,0,26
Prairie Rose,1722,Rosedale Colony School,2019,0,0,4,3,2,0,0,2,2,0,2,2,1,2,0,20
Prairie Rose,2071,Sky View School,2019,0,0,1,1,1,0,1,0,1,0,2,2,1,1,0,11
Prairie Rose,1054,St. Francois Xavier Community School,2019,0,0,25,24,26,19,24,27,21,0,0,0,0,0,0,166
Prairie Rose,1558,St. Laurent School,2019,0,0,12,16,16,15,15,14,18,14,16,15,11,10,16,188
Prairie Rose,1070,St. Paul's Collegiate,2019,0,0,0,0,0,0,0,0,0,34,29,35,30,27,18,173
Prairie Rose,2045,Starlite Colony School,2019,0,0,4,0,2,2,3,5,1,1,3,1,3,3,0,28
Prairie Rose,1443,Waldheim Elementary,2019,0,0,0,0,2,2,0,1,0,1,1,1,0,1,0,9
Prairie Spirit,1439,Baldur School,2019,0,0,4,4,2,12,8,6,5,7,7,7,8,7,6,83
Prairie Spirit,1092,Boyne Valley School,2019,0,0,5,3,1,5,3,3,1,3,6,3,2,0,4,39
Prairie Spirit,2072,Cartwright School,2019,0,0,7,10,4,9,9,6,5,8,9,6,10,7,0,90
Prairie Spirit,1445,Crystal City Early Years School,2019,0,0,22,28,18,21,0,0,0,0,0,0,0,0,0,89
Prairie Spirit,1559,Evergreen Colony School,2019,0,0,1,2,2,1,1,4,4,0,2,3,2,2,4,28
Prairie Spirit,1635,Fairholme Colony School,2019,0,0,2,1,4,2,1,4,3,0,2,0,2,0,0,21
Prairie Spirit,1909,Glenboro School,2019,0,0,12,13,14,8,13,10,12,12,18,14,13,16,17,172
Prairie Spirit,2278,Harmony Colony School,2019,0,0,0,0,0,1,0,1,0,0,2,0,2,0,4,10
Prairie Spirit,1322,Holland Elementary,2019,0,0,11,9,9,8,14,7,10,7,6,0,0,0,0,81
Prairie Spirit,2047,Kamsley School,2019,0,0,4,0,5,1,2,2,2,3,4,1,3,0,0,27
Prairie Spirit,1591,Manitou Elementary,2019,0,0,21,25,20,23,28,33,28,0,0,0,0,0,0,178
Prairie Spirit,1096,Nellie McClung Collegiate,2019,0,0,0,0,0,0,0,0,0,30,22,20,19,15,21,127
Prairie Spirit,1348,New Rosedale School,2019,0,0,0,4,2,6,0,6,4,5,2,2,3,3,0,37
Prairie Spirit,1301,Pilot Mound School,2019,0,0,0,0,0,0,0,0,0,0,0,17,39,42,25,123
Prairie Spirit,1553,Prairie Mountain Elementary School,2019,0,0,21,14,15,20,14,15,24,20,18,0,0,0,0,161
Prairie Spirit,1370,Prairie Mountain High School,2019,0,0,0,0,0,0,0,0,0,0,0,27,31,25,30,113
Prairie Spirit,1644,Sandy Bank School,2019,0,0,6,4,2,4,6,5,3,0,2,5,2,1,0,40
Prairie Spirit,2084,Shady Lane School,2019,0,0,2,2,0,1,6,0,4,0,4,0,3,0,0,22
Prairie Spirit,1977,Shamrock School,2019,0,0,5,2,2,5,3,2,1,4,3,0,5,3,2,37
Prairie Spirit,1340,St. Claude School Complex,2019,0,0,17,26,16,15,19,16,13,16,16,16,9,7,10,196
Prairie Spirit,1455,Ste. Marie School,2019,0,0,4,3,6,5,4,4,7,7,2,0,0,0,0,42
Prairie Spirit,1841,Thomas Greenway Middle Years School,2019,0,0,0,0,0,0,20,19,18,14,19,0,0,0,0,90
Prairie Spirit,1873,Treherne Collegiate,2019,0,0,0,0,0,0,0,0,0,0,0,19,18,18,16,71
Prairie Spirit,1238,Treherne Elementary,2019,0,0,10,12,13,10,14,9,10,10,11,0,0,0,0,99
Prairie Spirit,1842,Valleyview School,2019,0,0,4,1,6,0,3,2,4,0,5,2,1,1,0,29
Prairie Spirit,1643,West Valley School,2019,0,0,3,1,1,3,1,5,3,0,5,2,3,3,2,32
Prairie Spirit,2088,Whistling Wind School,2019,0,0,7,8,1,8,4,5,6,3,5,3,2,4,0,56
Prairie Spirit,2073,Willow Creek Colony School,2019,0,0,5,4,0,5,3,2,3,4,6,2,2,0,6,42
Prairie Spirit,1978,Windy Bay School,2019,0,0,1,1,1,0,0,1,0,0,1,0,2,0,1,8
Red River Valley,2052,Albright School,2019,0,0,2,3,2,3,3,2,6,0,4,2,3,4,0,34
Red River Valley,2087,École Héritage Immersion,2019,0,0,27,21,30,26,35,23,18,14,11,0,0,0,0,205
Red River Valley,1035,École Saint-Malo School,2019,0,0,31,18,32,30,36,33,26,31,19,0,0,0,0,256
Red River Valley,1824,Institut Collégial Saint-Pierre,2019,0,0,0,0,0,0,0,0,0,0,0,35,20,21,18,94
Red River Valley,1771,J. A. Cuddy Elementary,2019,0,0,24,19,18,21,25,17,17,27,22,0,0,0,0,190
Red River Valley,1792,Lowe Farm School,2019,0,0,7,18,11,11,16,9,10,17,6,0,0,0,0,105
Red River Valley,1084,Morris School,2019,0,0,32,25,33,30,17,27,28,33,26,31,48,53,63,446
Red River Valley,1893,Oak Bluff Community School,2019,0,0,22,11,28,15,21,15,17,15,13,0,0,0,0,157
Red River Valley,1069,Peace Valley School,2019,0,0,2,6,2,4,5,4,2,3,2,6,1,5,0,42
Red River Valley,1579,Rosenort School,2019,0,0,15,19,14,15,24,14,18,25,18,33,24,23,26,268
