School Division/Independent School,Code,School Name,Year,SE,Nursery,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
Funded Independent,1453,Steinbach Christian School,2013,0,0,0,0,0,0,0,13,26,25,24,36,42,24,53,243
Funded Independent,1962,The King's School,2013,0,0,23,20,23,25,24,24,22,23,22,23,24,21,12,286
Funded Independent,1980,The Laureate Academy,2013,0,0,0,0,0,1,5,13,8,11,10,12,5,4,6,75
Funded Independent,1690,University Of Winnipeg Collegiate,2013,0,0,0,0,0,0,0,0,0,0,0,61,86,72,374,593
Funded Independent,1285,Westgate Mennonite Collegiate,2013,0,0,0,0,0,0,0,0,0,54,49,59,54,65,67,348
Funded Independent,1983,Westpark School,2013,0,0,16,19,11,13,18,17,12,19,24,18,17,13,23,220
Funded Independent,1988,Wingham HB School,2013,0,0,3,0,3,2,2,2,2,2,1,2,0,3,0,22
Funded Independent,1242,Winnipeg Mennonite Elementary,2013,0,0,44,38,45,39,43,34,36,22,18,0,0,0,0,319
Funded Independent,1961,Winnipeg South Academy,2013,0,154,27,3,9,4,0,0,0,0,0,0,0,0,0,197
Non-funded Independent,1580,Airport Colony School,2013,0,0,4,2,6,1,2,1,3,1,0,1,1,1,0,23
Non-funded Independent,2268,Casa Montessori And Orff School,2013,0,0,0,6,5,6,2,0,0,0,0,0,0,0,0,19
Non-funded Independent,2220,Christ Full Gospel Academy,2013,0,0,0,4,4,2,3,4,2,4,4,3,1,0,0,31
Non-funded Independent,2237,Church Of God Sunrise Academy,2013,0,0,0,3,3,3,6,2,2,4,3,3,1,0,2,32
Non-funded Independent,1526,Country View School,2013,0,0,0,0,2,0,2,4,0,3,6,2,0,0,0,19
Non-funded Independent,2287,Crystal Creek School,2013,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3
Non-funded Independent,2284,Dasmesh School,2013,0,0,15,18,13,10,8,2,4,2,0,0,0,0,0,72
Non-funded Independent,2150,Edrans Christian School,2013,0,0,3,0,0,1,1,2,0,2,2,4,1,4,1,21
Non-funded Independent,2108,Grace Valley Mennonite Academy,2013,0,0,0,2,3,1,0,3,0,0,2,3,2,1,2,19
Non-funded Independent,1176,Greenland School,2013,0,0,0,11,6,17,4,17,9,6,11,4,0,0,0,85
Non-funded Independent,1963,Horndean Christian Day School,2013,0,0,0,10,5,11,4,9,4,3,6,5,0,0,0,57
Non-funded Independent,2263,Hosanna Christian School,2013,2,0,4,9,6,6,4,3,5,7,3,3,2,1,0,55
Non-funded Independent,1236,Interlake Mennonite Fellowship Sch.,2013,0,0,0,8,11,8,8,5,8,7,5,9,6,4,1,80
Non-funded Independent,2281,Kane Christian Academy,2013,0,0,0,0,0,1,1,2,3,0,0,1,0,0,0,8
Non-funded Independent,1509,Lake Centre Mennonite Fellowship Sch.,2013,0,0,0,1,4,2,0,5,0,1,6,3,1,0,0,23
Non-funded Independent,2145,Lighthouse Christian School,2013,0,0,2,1,2,1,1,2,3,2,0,4,1,2,1,22
Non-funded Independent,2057,Mennonite Christian Academy,2013,0,0,7,4,6,6,4,6,4,6,5,5,6,2,3,64
Non-funded Independent,1110,Milltown Academy,2013,0,0,0,3,1,0,4,2,2,4,0,0,2,1,3,22
Non-funded Independent,1931,New Hope Christian School,2013,0,0,0,3,2,4,2,2,3,1,2,1,3,1,1,25
Non-funded Independent,2272,New Life Fellowship School,2013,0,0,0,4,7,6,5,1,6,2,4,1,4,0,0,40
Non-funded Independent,2279,Paradise Montessori School,2013,0,68,3,2,0,0,0,0,0,0,0,0,0,0,0,73
Non-funded Independent,1086,Parkland Christian School,2013,0,0,0,1,4,2,1,2,2,3,3,4,0,0,0,22
Non-funded Independent,2199,Pine River School,2013,0,0,0,1,3,0,3,1,3,0,0,1,0,0,0,12
Non-funded Independent,1207,Poplar Grove School,2013,0,0,0,3,1,5,2,4,2,1,0,2,1,0,0,21
Non-funded Independent,1095,Prairie Mennonite School,2013,0,0,0,8,5,8,8,6,7,9,1,6,3,3,0,64
Non-funded Independent,1534,Prairie View School,2013,0,0,0,25,12,6,7,8,7,5,8,6,0,0,0,84
Non-funded Independent,1401,Riverdale School,2013,0,0,0,4,6,6,6,3,4,7,4,0,0,0,0,40
Non-funded Independent,1463,Riverside School,2013,0,0,0,8,0,4,5,2,5,2,5,4,0,0,0,35
Non-funded Independent,1416,Rock Lake School,2013,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
Non-funded Independent,1899,Shady Oak Christian School,2013,0,0,0,7,4,4,2,6,3,4,1,3,0,0,0,34
Non-funded Independent,2246,Solid Rock Ministries Christian School,2013,0,0,3,1,2,2,2,4,3,2,6,3,2,1,3,34
Non-funded Independent,1126,Stony Creek School,2013,0,0,0,8,3,2,1,3,0,2,0,3,0,0,0,22
Non-funded Independent,2128,Sunflower Valley Christian School,2013,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,8
Non-funded Independent,2146,Twin Rivers Country School,2013,0,0,0,2,2,3,1,1,3,3,2,2,0,0,0,19
Non-funded Independent,2056,Valley Mennonite Academy,2013,0,0,7,5,8,4,7,6,3,4,3,5,3,5,0,60
Non-funded Independent,1454,Wild Rose School,2013,0,0,0,3,4,2,2,2,5,4,3,1,0,0,0,26
Non-funded Independent,1599,Willow Grove School,2013,3,0,0,4,2,4,3,6,5,3,3,0,0,0,0,33
Non-funded Independent,2093,Winnipeg Montessori School Inc.,2013,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20
Funded Independent,2221,Académie Islamique Du Manitoba,2012,0,2,3,2,3,1,0,2,2,1,0,0,0,0,0,16
Funded Independent,2114,Alhijra Islamic School,2012,0,0,28,26,23,30,22,23,29,18,17,0,0,0,0,216
Funded Independent,1733,Austin Christian Academy,2012,0,0,2,4,8,5,8,3,5,2,3,3,4,7,3,57
Funded Independent,1536,Balmoral Hall School,2012,0,0,25,24,18,25,16,29,30,33,24,25,37,43,46,375
Funded Independent,2102,Beautiful Savior Lutheran School,2012,0,96,18,18,21,12,22,8,7,8,9,0,0,0,0,219
Funded Independent,1077,Calvin Christian School,2012,0,0,32,44,39,36,52,42,40,47,46,36,44,29,35,522
Funded Independent,2055,Cartwright Community Independent Sch.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Funded Independent,1861,Children's House,2012,0,57,15,0,0,0,0,0,0,0,0,0,0,0,0,72
Funded Independent,1482,Christ The King School,2012,0,0,23,22,20,25,20,27,23,23,25,0,0,0,0,208
Funded Independent,1148,Christian Heritage School,2012,0,0,18,16,20,15,10,17,12,15,10,0,0,0,0,133
Funded Independent,1239,Community Bible Fellowship Christian,2012,0,0,2,7,1,4,2,3,4,5,5,0,0,0,0,33
Funded Independent,1157,Dufferin Christian School,2012,0,0,19,19,25,15,17,13,18,12,11,15,20,16,17,217
Funded Independent,1315,Faith Academy,2012,0,6,46,49,42,45,33,45,43,38,46,43,46,43,31,556
Funded Independent,2230,Gray Academy Of Jewish Education,2012,0,0,54,53,50,45,48,53,49,56,50,33,24,41,37,593
Funded Independent,2151,Green Acres Colony High School,2012,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,6
Funded Independent,2117,H. B. Community School,2012,0,0,1,2,3,0,2,3,3,4,0,2,0,0,2,22
Funded Independent,1549,Holy Cross School,2012,0,0,26,29,22,23,32,24,43,55,28,0,0,0,0,282
Funded Independent,1653,Holy Ghost School,2012,0,0,21,30,26,30,30,21,29,27,29,0,0,0,0,243
Funded Independent,1523,Immaculate Heart Of Mary School,2012,0,15,22,15,15,27,21,23,27,21,23,0,0,0,0,209
Funded Independent,1274,Immanuel Christian School,2012,0,0,16,22,11,17,13,15,13,13,10,17,13,13,17,190
Funded Independent,2197,Kola Community School,2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Funded Independent,1998,Lakeside Christian School,2012,0,0,4,4,1,0,3,2,4,2,4,2,1,2,0,29
Funded Independent,1981,Linden Christian School,2012,0,0,48,58,54,57,81,73,79,80,75,77,67,58,69,876
Funded Independent,1101,Mennonite Brethren Collegiate Inst.,2012,0,0,0,0,0,0,0,0,46,70,81,86,92,102,94,571
Funded Independent,1345,Mennonite Collegiate Institute,2012,0,0,0,0,0,0,0,0,0,6,4,16,22,45,38,131
Funded Independent,2042,Montessori Learning Centres Inc.,2012,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,60
Funded Independent,1670,Morweena Christian School,2012,0,0,5,7,7,7,15,5,11,16,15,13,13,8,15,137
Funded Independent,2243,Northern Shield Academy,2012,0,0,0,0,0,9,7,10,8,9,7,6,10,7,5,78
Funded Independent,2105,Odanah Colony School,2012,0,0,0,7,2,2,2,4,2,4,0,6,0,2,0,31
Funded Independent,1997,Oholei Torah School,2012,0,0,5,6,3,3,3,1,3,1,3,0,0,0,0,28
Funded Independent,1241,Our Lady Of Victory School,2012,0,0,22,14,13,11,14,13,17,12,15,0,0,0,0,131
Funded Independent,1407,Pine Creek School,2012,0,0,0,2,1,4,1,2,1,0,4,0,1,1,0,17
Funded Independent,1362,Poplar Point Colony School Inc.,2012,0,0,1,2,1,2,1,2,3,2,2,3,2,1,2,24
Funded Independent,1304,Red River Valley Junior Academy,2012,0,0,18,8,12,12,15,11,12,11,13,9,9,0,1,131
Funded Independent,2219,Silverwinds School,2012,0,0,3,3,3,3,2,0,4,2,0,0,2,0,4,26
Funded Independent,1942,Springs Christian Academy,2012,0,0,45,45,48,39,44,43,38,42,40,54,34,43,33,548
Funded Independent,2109,St. Aidan's Christian School,2012,0,0,0,1,0,3,1,6,9,14,14,19,0,0,0,67
Funded Independent,1087,St. Alphonsus School,2012,0,0,24,27,26,24,27,27,26,26,21,0,0,0,0,228
Funded Independent,1257,St. Boniface Diocesan High School,2012,0,0,0,0,0,0,0,0,0,0,0,63,73,51,51,238
Funded Independent,1244,St. Charles Interparochial School,2012,0,0,42,33,27,29,27,33,31,15,19,0,0,0,0,256
Funded Independent,1430,St. Edward's School,2012,0,0,29,27,31,29,28,29,29,0,0,0,0,0,0,202
Funded Independent,1791,St. Emile School,2012,0,0,27,28,25,25,23,24,19,20,24,0,0,0,0,215
Funded Independent,1562,St. Gerard School,2012,0,10,14,19,27,17,20,17,22,19,16,0,0,0,0,181
Funded Independent,1829,St. Ignatius School,2012,0,0,26,20,26,22,27,30,29,17,25,0,0,0,0,222
Funded Independent,1729,St. John Brebeuf School,2012,0,0,25,28,44,22,39,31,25,31,25,0,0,0,0,270
Funded Independent,1155,St. John's-Ravenscourt School,2012,0,0,33,38,40,38,43,44,64,71,75,96,86,100,89,817
Funded Independent,1756,St. Joseph The Worker School,2012,0,0,10,20,8,17,14,8,6,0,0,0,0,0,0,83
Funded Independent,1478,St. Mary's Academy,2012,0,0,0,0,0,0,0,0,0,73,72,112,117,104,119,597
Funded Independent,1232,St. Maurice School,2012,0,0,60,54,57,57,53,56,56,55,56,47,49,44,37,681
Funded Independent,1832,St. Paul's High School,2012,0,0,0,0,0,0,0,0,0,0,0,156,156,145,137,594
Funded Independent,1453,Steinbach Christian School,2012,0,0,0,0,0,0,0,19,23,20,29,39,25,50,30,235
Funded Independent,1962,The King's School,2012,0,0,16,23,23,23,24,18,20,22,23,24,19,13,20,268
Funded Independent,1980,The Laureate Academy,2012,0,0,0,0,0,1,7,5,9,9,15,7,4,7,6,70
Funded Independent,1690,University Of Winnipeg Collegiate,2012,0,0,0,0,0,0,0,0,0,0,0,49,58,90,375,572
Funded Independent,1285,Westgate Mennonite Collegiate,2012,0,0,0,0,0,0,0,0,0,49,54,57,57,87,46,350
Funded Independent,1983,Westpark School,2012,0,0,14,10,11,16,15,9,14,17,18,15,14,24,20,197
Funded Independent,1988,Wingham HB School,2012,0,0,0,4,0,4,1,2,2,1,2,0,3,0,0,19
Funded Independent,1242,Winnipeg Mennonite Elementary,2012,0,0,41,43,43,45,36,38,38,21,22,0,0,0,0,327
Funded Independent,1961,Winnipeg South Academy,2012,0,158,31,8,5,2,2,0,0,0,0,0,0,0,0,206
Non-funded Independent,1580,Airport Colony School,2012,0,0,2,6,1,2,1,3,2,0,2,1,2,0,0,22
Non-funded Independent,2268,Casa Montessori And Orff School,2012,0,0,0,6,7,10,4,0,0,0,0,0,0,0,0,27
Non-funded Independent,2220,Christ Full Gospel Academy,2012,0,0,0,0,4,1,0,4,2,4,4,2,0,0,0,21
Non-funded Independent,2237,Church Of God Sunrise Academy,2012,0,0,2,4,3,6,6,2,6,1,3,2,3,2,4,44
Non-funded Independent,1526,Country View School,2012,0,0,0,2,0,2,5,0,3,6,2,2,0,0,0,22
Non-funded Independent,2284,Dasmesh School,2012,0,6,9,4,3,3,0,0,0,0,0,0,0,0,0,25
Non-funded Independent,2150,Edrans Christian School,2012,0,0,0,0,2,2,0,2,2,4,1,5,2,0,2,22
Non-funded Independent,2108,Grace Valley Mennonite Academy,2012,0,0,0,5,2,1,6,1,2,4,4,4,1,3,1,34
Non-funded Independent,1176,Greenland School,2012,0,0,0,5,19,4,15,9,7,13,5,11,0,0,0,88
Non-funded Independent,2228,Hodgson Christian School,2012,0,0,0,1,0,2,0,0,2,1,1,0,1,1,0,9
Non-funded Independent,1963,Horndean Christian Day School,2012,0,0,0,4,8,2,8,2,3,4,5,1,2,0,0,39
Non-funded Independent,2263,Hosanna Christian School,2012,0,0,10,5,8,1,2,6,3,3,1,1,1,1,0,42
Non-funded Independent,1236,Interlake Mennonite Fellowship Sch.,2012,0,0,0,10,8,6,6,9,8,5,11,8,3,3,1,78
Non-funded Independent,2281,Kane Christian Academy,2012,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,7
Non-funded Independent,2145,Lighthouse Christian School,2012,0,0,0,2,1,1,3,3,2,1,4,1,2,1,4,25
Non-funded Independent,1995,Living Hope School,2012,0,0,0,0,1,2,2,1,1,0,1,0,1,0,2,11
Non-funded Independent,2057,Mennonite Christian Academy,2012,0,0,3,6,4,4,8,7,4,1,4,4,2,1,0,48
Non-funded Independent,1110,Milltown Academy,2012,0,0,0,1,3,1,0,5,3,0,0,2,2,2,4,23
Non-funded Independent,2272,New Life Fellowship School,2012,0,0,0,10,6,4,1,5,4,3,2,6,0,1,0,42
Non-funded Independent,2279,Paradise Montessori School,2012,0,66,8,0,0,0,0,0,0,0,0,0,0,0,0,74
Non-funded Independent,2199,Pine River School,2012,0,0,0,1,0,3,1,3,0,0,1,1,0,0,0,10
Non-funded Independent,1095,Prairie Mennonite School,2012,0,0,0,5,7,5,3,9,3,5,4,7,2,0,1,51
Non-funded Independent,1534,Prairie View School,2012,0,0,0,6,6,7,8,5,6,8,6,5,0,0,0,57
Non-funded Independent,1401,Riverdale School,2012,0,0,0,4,6,6,3,4,7,0,4,2,0,0,0,36
Non-funded Independent,1463,Riverside School,2012,0,0,0,0,4,5,2,5,2,5,4,4,0,0,0,31
Non-funded Independent,1416,Rock Lake School,2012,0,0,0,8,3,7,5,2,9,3,6,6,0,0,0,49
Non-funded Independent,1899,Shady Oak Christian School,2012,0,0,0,5,6,3,6,3,4,1,3,4,0,0,0,35
Non-funded Independent,2246,Solid Rock Ministries Christian School,2012,1,0,1,2,1,2,4,2,2,5,3,2,3,3,1,32
Non-funded Independent,1126,Stony Creek School,2012,0,0,0,3,2,1,3,0,2,0,3,3,0,0,0,17
Non-funded Independent,2128,Sunflower Valley Christian School,2012,0,0,0,2,6,2,7,3,4,4,6,2,0,0,0,36
Non-funded Independent,2146,Twin Rivers Country School,2012,0,0,2,2,3,1,1,3,3,2,2,6,0,0,0,25
Non-funded Independent,2056,Valley Mennonite Academy,2012,0,0,1,4,5,5,6,2,6,3,4,2,6,2,2,48
Non-funded Independent,1454,Wild Rose School,2012,0,0,0,2,2,2,2,5,4,3,1,1,0,0,0,22
Non-funded Independent,1599,Willow Grove School,2012,0,0,4,2,4,3,6,5,3,3,0,3,0,0,0,33
Non-funded Independent,2093,Winnipeg Montessori School Inc.,2012,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17
Funded Independent,2221,Académie Islamique Du Manitoba,2011,0,0,1,2,4,1,0,3,0,0,0,0,0,0,0,11
Funded Independent,2114,Alhijra Islamic School,2011,0,0,26,24,29,21,26,26,22,22,12,12,0,0,0,220
Funded Independent,1733,Austin Christian Academy,2011,0,0,4,5,6,5,4,4,3,2,1,4,8,3,6,55
Funded Independent,1536,Balmoral Hall School,2011,0,0,24,19,19,16,29,28,28,24,25,34,45,52,34,377
Funded Independent,2102,Beautiful Savior Lutheran School,2011,0,104,20,19,14,23,10,9,10,9,6,0,0,0,0,224
Funded Independent,1077,Calvin Christian School,2011,0,0,39,39,35,49,40,42,50,45,39,47,34,33,37,529
Funded Independent,2055,Cartwright Community Independent Sch.,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Funded Independent,1861,Children's House,2011,0,55,10,0,0,0,0,0,0,0,0,0,0,0,0,65
Funded Independent,1482,Christ The King School,2011,0,0,23,20,24,23,27,26,26,22,20,0,0,0,0,211
Funded Independent,1148,Christian Heritage School,2011,0,0,14,20,13,11,18,11,15,11,15,0,0,0,0,128
Funded Independent,1239,Community Bible Fellowship Christian,2011,0,0,7,1,4,2,3,4,5,4,3,0,0,0,0,33
Funded Independent,1157,Dufferin Christian School,2011,0,0,20,23,15,18,13,18,12,13,15,22,17,17,24,227
Funded Independent,1315,Faith Academy,2011,0,0,46,36,43,34,41,40,41,46,48,42,48,35,36,536
Funded Independent,2230,Gray Academy Of Jewish Education,2011,0,0,45,52,38,44,52,50,49,51,35,26,42,37,43,564
Funded Independent,2151,Green Acres Colony High School,2011,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11
Funded Independent,2117,H. B. Community School,2011,0,0,2,3,0,2,3,3,4,0,2,0,0,0,4,23
Funded Independent,1549,Holy Cross School,2011,0,0,27,21,24,28,25,36,35,21,40,0,0,0,0,257
Funded Independent,1653,Holy Ghost School,2011,0,0,29,23,29,29,22,30,26,30,27,0,0,0,0,245
Funded Independent,1523,Immaculate Heart Of Mary School,2011,0,18,12,14,26,20,21,27,20,24,25,0,0,0,0,207
Funded Independent,1274,Immanuel Christian School,2011,0,0,23,12,17,13,16,14,12,12,18,15,13,18,5,188
Funded Independent,2197,Kola Community School,2011,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Funded Independent,1998,Lakeside Christian School,2011,0,0,4,1,1,4,1,3,2,4,4,0,2,0,0,26
Funded Independent,1981,Linden Christian School,2011,0,0,55,51,58,73,66,79,72,81,78,78,62,68,66,887
Funded Independent,1101,Mennonite Brethren Collegiate Inst.,2011,0,0,0,0,0,0,0,0,44,80,79,108,96,105,76,588
Funded Independent,1345,Mennonite Collegiate Institute,2011,0,0,0,0,0,0,0,0,0,0,0,9,34,31,50,124
Funded Independent,2042,Montessori Learning Centres Inc.,2011,1,47,8,0,0,0,0,0,0,0,0,0,0,0,0,56
Funded Independent,1670,Morweena Christian School,2011,0,0,2,4,8,11,5,8,11,13,11,11,6,16,12,118
Funded Independent,2243,Northern Shield Academy,2011,0,0,0,0,0,6,11,8,9,8,6,10,8,4,13,83
Funded Independent,2105,Odanah Colony School,2011,0,0,7,2,2,2,4,2,4,0,6,0,0,0,1,30
Funded Independent,1997,Oholei Torah School,2011,0,0,5,3,2,3,1,2,1,2,0,0,0,0,0,19
Funded Independent,1241,Our Lady Of Victory School,2011,0,0,10,11,13,13,9,14,12,18,14,0,0,0,0,114
Funded Independent,1407,Pine Creek School,2011,0,0,2,1,4,1,2,1,0,4,0,1,1,0,0,17
Funded Independent,1362,Poplar Point Colony School Inc.,2011,0,0,2,1,2,1,2,4,2,2,3,2,1,2,4,28
Funded Independent,1304,Red River Valley Junior Academy,2011,0,12,13,11,14,17,9,14,8,17,8,12,11,0,0,146
Funded Independent,2219,Silverwinds School,2011,0,0,2,3,3,2,0,3,2,0,0,2,0,2,9,28
Funded Independent,1942,Springs Christian Academy,2011,0,0,45,45,37,39,42,34,41,39,47,37,49,31,37,523
Funded Independent,2109,St. Aidan's Christian School,2011,0,0,0,0,0,0,0,5,3,10,2,3,0,0,0,23
Funded Independent,1087,St. Alphonsus School,2011,0,0,25,26,23,27,26,26,24,21,21,0,0,0,0,219
Funded Independent,1257,St. Boniface Diocesan High School,2011,0,0,0,0,0,0,0,0,0,0,0,72,61,53,56,242
Funded Independent,1244,St. Charles Interparochial School,2011,0,0,34,29,28,32,35,30,21,20,17,0,0,0,0,246
Funded Independent,1430,St. Edward's School,2011,0,0,25,28,31,29,30,30,31,0,0,0,0,0,0,204
Funded Independent,1791,St. Emile School,2011,0,0,27,24,23,21,23,20,28,29,28,0,0,0,0,223
Funded Independent,1562,St. Gerard School,2011,0,12,16,28,19,21,16,23,23,17,18,0,0,0,0,193
Funded Independent,1829,St. Ignatius School,2011,0,7,22,20,19,27,29,28,25,24,27,0,0,0,0,228
Funded Independent,1729,St. John Brebeuf School,2011,0,0,25,39,19,34,26,27,46,28,26,0,0,0,0,270
Funded Independent,1155,St. John's-Ravenscourt School,2011,0,0,37,38,37,41,44,42,67,69,85,85,96,90,99,830
Funded Independent,1756,St. Joseph The Worker School,2011,0,0,19,13,17,12,12,9,11,0,0,0,0,0,0,93
Funded Independent,1478,St. Mary's Academy,2011,0,0,0,0,0,0,0,0,0,60,79,119,109,118,109,594
Funded Independent,1232,St. Maurice School,2011,0,0,57,54,54,51,55,57,55,58,48,53,46,36,45,669
Funded Independent,1832,St. Paul's High School,2011,0,0,0,0,0,0,0,0,0,0,0,150,156,142,150,598
Funded Independent,1453,Steinbach Christian School,2011,0,0,0,0,0,0,0,10,9,26,31,28,56,33,45,238
Funded Independent,1962,The King's School,2011,0,0,21,23,25,27,23,23,24,28,26,23,16,22,11,292
Funded Independent,1980,The Laureate Academy,2011,0,0,0,0,0,1,4,5,9,11,5,6,9,7,6,63
Funded Independent,1690,University Of Winnipeg Collegiate,2011,0,0,0,0,0,0,0,0,0,0,0,50,76,109,332,567
Funded Independent,1285,Westgate Mennonite Collegiate,2011,0,0,0,0,0,0,0,0,0,52,56,59,72,53,54,346
Funded Independent,1983,Westpark School,2011,0,0,10,10,16,16,12,15,15,19,17,15,20,21,11,197
Funded Independent,1988,Wingham HB School,2011,0,0,3,1,3,2,2,2,1,2,0,3,0,0,0,19
Funded Independent,1242,Winnipeg Mennonite Elementary,2011,0,0,41,40,46,42,42,45,40,25,29,0,0,0,0,350
Funded Independent,1961,Winnipeg South Academy,2011,0,166,36,11,5,4,1,0,0,0,0,0,0,0,0,223
Non-funded Independent,2268,Casa Montessori And Orff School,2011,0,0,0,8,10,7,0,0,0,0,0,0,0,0,0,25
Non-funded Independent,2220,Christ Full Gospel Academy,2011,0,0,0,1,0,0,0,5,4,2,6,1,0,0,0,19
Non-funded Independent,2237,Church Of God Sunrise Academy,2011,0,0,4,3,5,3,3,5,1,3,2,3,3,3,1,39
Non-funded Independent,1526,Country View School,2011,0,0,0,0,2,5,0,3,6,2,2,4,0,0,0,24
Non-funded Independent,2150,Edrans Christian School,2011,0,0,0,1,1,2,0,2,2,4,1,5,2,2,1,23
Non-funded Independent,2108,Grace Valley Mennonite Academy,2011,0,0,0,4,4,6,8,4,2,5,7,1,3,2,4,50
Non-funded Independent,1176,Greenland School,2011,0,0,0,18,4,15,9,7,13,5,11,8,0,0,0,90
Non-funded Independent,1963,Horndean Christian Day School,2011,0,0,0,6,4,9,1,4,5,5,3,3,0,0,0,40
Non-funded Independent,1236,Interlake Mennonite Fellowship Sch.,2011,0,0,0,6,7,10,7,8,4,4,12,8,5,1,0,72
Non-funded Independent,2145,Lighthouse Christian School,2011,0,0,3,2,2,3,2,3,1,4,1,3,1,3,1,29
Non-funded Independent,2057,Mennonite Christian Academy,2011,0,0,3,4,3,4,6,4,1,2,3,4,1,1,1,37
Non-funded Independent,1110,Milltown Academy,2011,0,0,0,4,0,2,1,1,3,0,0,4,5,1,0,21
Non-funded Independent,1931,New Hope Christian School,2011,0,0,0,2,2,2,3,0,2,1,3,0,1,1,0,17
Non-funded Independent,2272,New Life Fellowship School,2011,0,0,0,5,5,2,3,2,6,1,1,0,1,0,0,26
Non-funded Independent,2279,Paradise Montessori School,2011,0,56,11,0,0,0,0,0,0,0,0,0,0,0,0,67
Non-funded Independent,1086,Parkland Christian School,2011,0,0,0,2,1,2,2,3,3,5,4,3,0,0,0,25
Non-funded Independent,2199,Pine River School,2011,0,0,0,0,3,1,3,0,0,1,1,0,0,0,0,9
Non-funded Independent,1095,Prairie Mennonite School,2011,0,0,0,10,9,2,8,5,7,7,11,3,0,3,0,65
Non-funded Independent,1534,Prairie View School,2011,0,0,0,7,7,8,6,5,8,6,4,5,0,0,0,56
Non-funded Independent,1401,Riverdale School,2011,0,0,0,6,7,3,4,7,1,4,3,2,0,0,0,37
Non-funded Independent,1463,Riverside School,2011,0,0,0,5,5,4,5,2,5,4,4,2,0,0,0,36
Non-funded Independent,1416,Rock Lake School,2011,0,0,0,4,7,4,5,9,4,6,7,4,0,0,0,50
Non-funded Independent,1899,Shady Oak Christian School,2011,0,0,0,6,3,6,3,4,1,3,4,1,0,0,0,31
Non-funded Independent,2246,Solid Rock Ministries Christian School,2011,0,0,3,0,3,4,2,2,5,3,2,3,4,0,0,31
Non-funded Independent,1126,Stony Creek School,2011,0,0,0,2,1,2,0,2,0,3,3,4,0,0,0,17
Non-funded Independent,2128,Sunflower Valley Christian School,2011,0,0,0,7,2,6,4,4,4,6,2,3,0,0,0,38
Non-funded Independent,2146,Twin Rivers Country School,2011,0,0,0,2,3,1,2,5,2,2,6,1,0,0,0,24
Non-funded Independent,2056,Valley Mennonite Academy,2011,0,0,3,5,5,5,2,5,2,6,4,3,6,2,7,55
Non-funded Independent,1454,Wild Rose School,2011,0,0,0,2,2,2,6,4,4,1,1,3,0,0,0,25
Non-funded Independent,1599,Willow Grove School,2011,0,0,2,5,3,6,5,4,3,0,3,0,0,0,0,31
Non-funded Independent,2093,Winnipeg Montessori School Inc.,2011,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9
Funded Independent,2221,Académie Islamique Du Manitoba,2010,0,0,6,8,2,4,4,0,0,0,1,0,0,0,0,25
Funded Independent,2114,Alhijra Islamic School,2010,0,0,24,27,26,25,28,23,20,16,14,10,0,0,0,213
Funded Independent,1733,Austin Christian Academy,2010,0,0,6,7,7,5,4,5,3,2,4,8,3,6,5,65
Funded Independent,1536,Balmoral Hall School,2010,0,0,16,16,15,27,25,24,19,18,32,38,47,27,46,350
Funded Independent,2102,Beautiful Savior Lutheran School,2010,0,93,19,14,26,9,9,10,9,6,7,0,0,0,0,202
Funded Independent,1077,Calvin Christian School,2010,0,0,35,36,43,40,40,53,45,40,46,44,37,38,27,524
Funded Independent,2055,Cartwright Community Independent Sch.,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Funded Independent,1861,Children's House,2010,0,48,8,0,0,0,0,0,0,0,0,0,0,0,0,56
Funded Independent,1482,Christ The King School,2010,0,0,19,25,23,26,24,26,27,20,23,0,0,0,0,213
Funded Independent,1148,Christian Heritage School,2010,0,0,21,15,9,17,10,17,10,14,14,0,0,0,0,127
Funded Independent,1239,Community Bible Fellowship Christian,2010,0,0,1,5,2,2,6,5,5,4,2,0,0,0,0,32
Funded Independent,1157,Dufferin Christian School,2010,0,0,23,17,18,14,16,13,10,16,20,15,17,22,19,220
Funded Independent,1315,Faith Academy,2010,0,0,28,44,38,41,38,35,45,46,39,52,44,35,29,514
Funded Independent,2230,Gray Academy Of Jewish Education,2010,0,0,48,36,42,52,51,48,47,35,37,46,40,42,36,560
Funded Independent,2151,Green Acres Colony High School,2010,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,10
